Comment,Designator,Footprint,JLCPCB Part
XINGLIGHT XL-3528RGBW-WS2812B,LED310,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED311,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED312,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED313,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED314,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED315,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED316,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED317,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED318,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED319,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED320,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED321,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED322,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED323,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED324,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED325,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED326,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED327,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED328,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED329,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED330,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED331,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED332,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED333,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED334,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED335,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED336,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED337,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED338,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED339,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED340,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED341,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED342,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED343,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED344,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED345,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED346,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED347,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED348,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED349,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED350,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED351,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED352,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED353,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED354,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED355,SMD_4,C2890364
XINGLIGHT XL-3528RGBW-WS2812B,LED356,SMD_4,C2890364
